date,death,cvd,resp
1995-11-02,103,51,12
1995-11-03,100,47,6
1995-11-04,134,59,18
1995-11-05,120,46,3
1995-11-06,133,63,10
1995-11-07,130,63,11
1995-11-08,126,52,6
1995-11-09,114,45,10
1995-11-10,102,49,6
1995-11-11,126,64,6
1995-11-12,128,62,9
1995-11-13,95,41,6
1995-11-14,111,46,7
1995-11-15,121,47,10
1995-11-16,140,73,7
1995-11-17,103,44,11
1995-11-18,122,53,12
1995-11-19,115,50,5
1995-11-20,120,48,10
1995-11-21,98,32,10
1995-11-22,125,58,7
1995-11-23,134,58,11
1995-11-24,113,56,5
1995-11-25,111,48,13
1995-11-26,103,45,2
1995-11-27,132,57,17
1995-11-28,120,54,8
1995-11-29,124,59,8
1995-11-30,124,54,8
1995-12-01,120,60,12
1995-12-02,123,54,7
1995-12-03,138,60,10
1995-12-04,112,54,3
1995-12-05,111,56,7
1995-12-06,113,53,7
1995-12-07,135,62,8
1995-12-08,137,59,8
1995-12-09,117,54,13
1995-12-10,123,55,13
1995-12-11,116,55,12
1995-12-12,137,57,7
1995-12-13,130,71,8
1995-12-14,131,48,14
1995-12-15,134,65,9
1995-12-16,126,56,14
1995-12-17,116,47,7
1995-12-18,123,58,8
1995-12-19,115,46,10
1995-12-20,129,50,10
1995-12-21,130,51,10
1995-12-22,107,40,11
1995-12-23,132,52,15
1995-12-24,121,59,8
1995-12-25,114,49,11
1995-12-26,137,59,14
1995-12-27,133,53,11
1995-12-28,141,67,14
1995-12-29,132,48,15
1995-12-30,124,57,12
1995-12-31,139,67,12
1996-01-01,134,53,14
1996-01-02,140,57,10
1996-01-03,142,50,12
1996-01-04,123,66,12
1996-01-05,108,47,13
1996-01-06,137,53,8
1996-01-07,153,69,9
1996-01-08,143,68,16
1996-01-09,148,64,18
1996-01-10,119,53,10
1996-01-11,120,51,14
1996-01-12,128,47,14
1996-01-13,113,54,8
1996-01-14,111,49,13
1996-01-15,117,49,10
1996-01-16,127,54,16
1996-01-17,131,60,14
1996-01-18,104,44,5
1996-01-19,113,49,13
1996-01-20,131,55,11
1996-01-21,119,45,13
1996-01-22,123,46,13
1996-01-23,123,45,7
1996-01-24,119,48,10
1996-01-25,112,55,10
1996-01-26,114,51,11
1996-01-27,112,58,9
1996-01-28,104,48,4
1996-01-29,133,60,11
1996-01-30,130,53,12
1996-01-31,103,51,9
1996-02-01,131,50,17
1996-02-02,117,53,8
1996-02-03,119,55,7
1996-02-04,114,45,6
1996-02-05,119,58,10
1996-02-06,134,57,10
1996-02-07,115,51,11
1996-02-08,123,46,4
1996-02-09,129,50,14
1996-02-10,123,53,9
1996-02-11,112,58,10
1996-02-12,118,56,9
1996-02-13,108,45,13
1996-02-14,97,49,8
1996-02-15,144,67,16
1996-02-16,134,64,9
1996-02-17,96,46,7
1996-02-18,110,57,4
1996-02-19,108,44,6
1996-02-20,122,60,4
1996-02-21,126,58,11
1996-02-22,121,59,10
1996-02-23,109,41,12
1996-02-24,106,38,5
1996-02-25,112,46,8
1996-02-26,105,47,4
1996-02-27,100,42,6
1996-02-28,111,51,6
1996-02-29,103,38,5
1996-03-01,135,52,10
1996-03-02,113,52,12
1996-03-03,128,54,14
1996-03-04,130,66,9
1996-03-05,131,61,10
1996-03-06,114,56,10
1996-03-07,112,50,6
1996-03-08,112,42,6
1996-03-09,93,45,7
1996-03-10,118,55,11
1996-03-11,116,49,12
1996-03-12,119,55,17
1996-03-13,129,59,12
1996-03-14,134,58,16
1996-03-15,113,43,9
1996-03-16,105,49,9
1996-03-17,123,49,11
1996-03-18,92,51,8
1996-03-19,116,54,12
1996-03-20,128,55,19
1996-03-21,117,50,22
1996-03-22,114,52,6
1996-03-23,110,45,6
1996-03-24,105,45,6
1996-03-25,116,50,10
1996-03-26,118,55,6
1996-03-27,109,55,5
1996-03-28,110,45,7
1996-03-29,126,52,10
1996-03-30,107,44,7
1996-03-31,122,58,10
1996-04-01,118,47,11
1996-04-02,100,38,11
1996-04-03,128,61,10
1996-04-04,116,38,15
1996-04-05,106,44,9
1996-04-06,122,48,13
1996-04-07,106,48,11
1996-04-08,112,43,12
1996-04-09,128,49,13
1996-04-10,127,62,10
1996-04-11,112,42,6
1996-04-12,108,48,13
1996-04-13,118,50,14
1996-04-14,108,40,15
1996-04-15,111,49,8
1996-04-16,104,42,7
1996-04-17,107,44,9
1996-04-18,135,58,11
1996-04-19,109,54,10
1996-04-20,123,56,9
1996-04-21,118,57,11
1996-04-22,119,44,13
1996-04-23,109,50,11
1996-04-24,111,47,7
1996-04-25,119,57,9
1996-04-26,87,42,4
1996-04-27,94,35,11
1996-04-28,100,45,13
1996-04-29,141,58,8
1996-04-30,103,42,7
1996-05-01,136,66,11
1996-05-02,111,47,12
1996-05-03,134,52,12
1996-05-04,116,52,9
1996-05-05,97,43,8
1996-05-06,101,44,6
1996-05-07,130,52,11
1996-05-08,107,39,7
1996-05-09,125,53,12
1996-05-10,108,49,6
1996-05-11,104,45,11
1996-05-12,123,50,6
1996-05-13,101,42,14
1996-05-14,96,36,5
1996-05-15,129,63,9
1996-05-16,97,38,6
1996-05-17,131,62,8
1996-05-18,131,61,8
1996-05-19,120,61,10
1996-05-20,113,52,10
1996-05-21,105,49,7
1996-05-22,107,50,8
1996-05-23,103,49,4
1996-05-24,111,51,4
1996-05-25,104,47,12
1996-05-26,98,48,15
1996-05-27,103,43,11
1996-05-28,101,43,5
1996-05-29,117,55,17
1996-05-30,102,44,6
1996-05-31,104,41,8
1996-06-01,102,50,4
1996-06-02,100,39,6
1996-06-03,107,46,11
1996-06-04,112,43,12
1996-06-05,123,58,11
1996-06-06,96,36,9
1996-06-07,87,30,5
1996-06-08,105,48,7
1996-06-09,87,36,9
1996-06-10,116,52,4
1996-06-11,120,43,14
1996-06-12,105,51,5
1996-06-13,100,47,7
1996-06-14,98,38,6
1996-06-15,110,54,7
1996-06-16,94,41,4
1996-06-17,118,47,11
1996-06-18,122,47,6
1996-06-19,112,50,6
1996-06-20,106,37,9
1996-06-21,112,43,8
1996-06-22,95,42,4
1996-06-23,101,37,5
1996-06-24,126,54,11
1996-06-25,133,57,7
1996-06-26,115,48,8
1996-06-27,103,41,7
1996-06-28,99,35,13
1996-06-29,102,38,9
1996-06-30,107,53,9
1996-07-01,117,53,11
1996-07-02,105,43,12
1996-07-03,108,48,7
1996-07-04,88,29,7
1996-07-05,108,51,4
1996-07-06,109,39,15
1996-07-07,93,53,0
1996-07-08,121,52,8
1996-07-09,90,39,9
1996-07-10,103,47,7
1996-07-11,118,49,11
1996-07-12,106,42,5
1996-07-13,114,39,7
1996-07-14,115,45,5
1996-07-15,96,46,10
1996-07-16,102,45,8
1996-07-17,127,43,4
1996-07-18,93,39,6
1996-07-19,107,49,6
1996-07-20,100,39,7
1996-07-21,109,47,6
1996-07-22,107,37,6
1996-07-23,114,42,9
1996-07-24,91,45,7
1996-07-25,99,45,10
1996-07-26,111,47,7
1996-07-27,91,48,7
1996-07-28,103,46,4
1996-07-29,113,44,9
1996-07-30,99,46,1
1996-07-31,86,39,8
1996-08-01,83,37,3
1996-08-02,104,38,9
1996-08-03,108,45,11
1996-08-04,92,37,4
1996-08-05,115,46,3
1996-08-06,116,47,7
1996-08-07,115,38,5
1996-08-08,104,42,4
1996-08-09,108,46,6
1996-08-10,85,38,6
1996-08-11,103,32,9
1996-08-12,108,45,5
1996-08-13,109,46,9
1996-08-14,105,40,3
1996-08-15,88,46,5
1996-08-16,91,36,7
1996-08-17,108,46,9
1996-08-18,97,40,6
1996-08-19,104,43,7
1996-08-20,97,35,4
1996-08-21,111,48,7
1996-08-22,99,44,7
1996-08-23,88,32,5
1996-08-24,113,50,6
1996-08-25,88,39,12
1996-08-26,84,37,6
1996-08-27,91,35,11
1996-08-28,92,38,3
1996-08-29,110,49,10
1996-08-30,106,51,6
1996-08-31,99,36,9
1996-09-01,105,43,8
1996-09-02,105,41,11
1996-09-03,90,41,11
1996-09-04,116,50,5
1996-09-05,97,41,3
1996-09-06,116,49,10
1996-09-07,120,52,7
1996-09-08,108,47,9
1996-09-09,110,44,9
1996-09-10,101,37,7
1996-09-11,95,35,8
1996-09-12,88,36,13
1996-09-13,97,39,4
1996-09-14,100,39,7
1996-09-15,111,33,9
1996-09-16,118,51,12
1996-09-17,93,40,4
1996-09-18,111,53,7
1996-09-19,119,46,11
1996-09-20,116,53,10
1996-09-21,108,42,5
1996-09-22,93,47,8
1996-09-23,109,41,6
1996-09-24,130,54,6
1996-09-25,104,45,7
1996-09-26,110,46,10
1996-09-27,123,51,7
1996-09-28,108,47,8
1996-09-29,98,38,6
1996-09-30,127,58,8
1996-10-01,121,54,7
1996-10-02,108,51,7
1996-10-03,103,42,7
1996-10-04,107,54,6
1996-10-05,94,41,4
1996-10-06,119,43,5
1996-10-07,109,42,12
1996-10-08,99,47,4
1996-10-09,116,59,7
1996-10-10,108,44,12
1996-10-11,127,51,7
1996-10-12,93,43,8
1996-10-13,130,59,13
1996-10-14,115,48,10
1996-10-15,118,51,7
1996-10-16,124,58,13
1996-10-17,107,51,15
1996-10-18,102,40,7
1996-10-19,119,51,12
1996-10-20,110,56,9
1996-10-21,106,55,6
1996-10-22,117,49,11
1996-10-23,107,51,11
1996-10-24,93,37,11
1996-10-25,115,54,8
1996-10-26,121,50,10
1996-10-27,123,50,12
1996-10-28,105,47,5
1996-10-29,127,55,6
1996-10-30,117,55,5
1996-10-31,93,46,8
1996-11-01,125,54,12
1996-11-02,131,53,15
1996-11-03,108,40,10
1996-11-04,123,44,3
1996-11-05,123,56,4
1996-11-06,119,52,11
1996-11-07,124,51,11
1996-11-08,100,39,5
1996-11-09,100,37,11
1996-11-10,112,48,7
1996-11-11,114,55,13
1996-11-12,131,62,10
1996-11-13,115,51,14
1996-11-14,128,55,12
1996-11-15,120,51,10
1996-11-16,135,55,14
1996-11-17,124,48,12
1996-11-18,114,51,5
1996-11-19,126,48,11
1996-11-20,128,59,8
1996-11-21,117,60,14
1996-11-22,137,55,10
1996-11-23,129,63,9
1996-11-24,139,63,19
1996-11-25,125,55,12
1996-11-26,129,48,14
1996-11-27,121,61,10
1996-11-28,126,66,8
1996-11-29,165,72,17
1996-11-30,146,62,16
1996-12-01,125,61,13
1996-12-02,129,55,12
1996-12-03,141,65,14
1996-12-04,130,60,6
1996-12-05,135,62,13
1996-12-06,151,62,18
1996-12-07,144,67,20
1996-12-08,152,65,15
1996-12-09,135,55,16
1996-12-10,136,57,14
1996-12-11,154,63,18
1996-12-12,143,69,14
1996-12-13,114,51,16
1996-12-14,144,59,10
1996-12-15,109,49,7
1996-12-16,121,54,8
1996-12-17,115,56,9
1996-12-18,137,65,13
1996-12-19,112,45,10
1996-12-20,150,74,11
1996-12-21,137,60,17
1996-12-22,126,55,11
1996-12-23,139,62,15
1996-12-24,128,59,12
1996-12-25,113,46,7
1996-12-26,125,56,20
1996-12-27,150,58,20
1996-12-28,129,57,12
1996-12-29,126,57,12
1996-12-30,132,48,11
1996-12-31,133,67,14
1997-01-01,137,61,15
1997-01-02,123,57,13
1997-01-03,127,58,13
1997-01-04,146,56,12
1997-01-05,102,45,7
1997-01-06,127,54,14
1997-01-07,116,54,8
1997-01-08,118,49,15
1997-01-09,148,67,19
1997-01-10,121,45,16
1997-01-11,110,46,9
1997-01-12,127,64,5
1997-01-13,129,57,9
1997-01-14,151,60,13
1997-01-15,128,56,7
1997-01-16,132,68,10
1997-01-17,116,59,7
1997-01-18,142,44,14
1997-01-19,124,53,9
1997-01-20,124,58,7
1997-01-21,127,67,15
1997-01-22,121,47,14
1997-01-23,134,68,17
1997-01-24,120,56,9
1997-01-25,109,48,14
1997-01-26,109,41,6
1997-01-27,115,51,7
1997-01-28,105,47,7
1997-01-29,114,49,15
1997-01-30,120,48,11
1997-01-31,117,44,17
1997-02-01,126,56,7
1997-02-02,97,37,5
1997-02-03,96,35,8
1997-02-04,119,59,13
1997-02-05,125,46,9
1997-02-06,116,43,14
1997-02-07,118,54,9
1997-02-08,121,57,8
1997-02-09,114,52,5
1997-02-10,111,51,11
1997-02-11,107,44,8
1997-02-12,127,48,10
1997-02-13,98,42,7
1997-02-14,104,41,8
1997-02-15,122,53,7
1997-02-16,124,53,14
1997-02-17,120,51,13
1997-02-18,106,48,5
1997-02-19,103,44,14
1997-02-20,139,68,11
1997-02-21,133,57,13
1997-02-22,109,50,12
1997-02-23,121,43,12
1997-02-24,111,47,12
1997-02-25,105,50,14
1997-02-26,107,39,18
1997-02-27,123,37,19
1997-02-28,124,51,12
1997-03-01,125,57,7
1997-03-02,108,46,13
1997-03-03,114,53,6
1997-03-04,104,50,10
1997-03-05,120,54,15
1997-03-06,134,63,11
1997-03-07,101,40,10
1997-03-08,102,42,7
1997-03-09,125,54,12
1997-03-10,119,45,7
1997-03-11,115,46,9
1997-03-12,121,54,9
1997-03-13,112,45,15
1997-03-14,127,52,8
1997-03-15,99,43,9
1997-03-16,125,51,11
1997-03-17,115,53,9
1997-03-18,113,58,14
1997-03-19,105,38,7
1997-03-20,113,42,12
1997-03-21,120,41,11
1997-03-22,105,52,7
1997-03-23,119,45,10
1997-03-24,147,67,12
1997-03-25,123,53,9
1997-03-26,108,46,4
1997-03-27,117,60,11
1997-03-28,110,46,5
1997-03-29,106,37,8
1997-03-30,96,36,14
1997-03-31,119,56,8
1997-04-01,119,54,12
1997-04-02,99,42,6
1997-04-03,120,62,7
1997-04-04,130,52,11
1997-04-05,97,46,9
1997-04-06,105,50,1
1997-04-07,102,47,9
1997-04-08,104,47,6
1997-04-09,137,53,13
1997-04-10,111,47,10
1997-04-11,108,43,12
1997-04-12,96,44,10
1997-04-13,100,41,8
1997-04-14,105,41,15
1997-04-15,128,63,5
1997-04-16,120,58,15
1997-04-17,98,41,12
1997-04-18,118,56,10
1997-04-19,94,37,9
1997-04-20,117,45,12
1997-04-21,121,43,13
1997-04-22,110,51,9
1997-04-23,110,54,8
1997-04-24,108,53,7
1997-04-25,121,46,6
1997-04-26,114,43,10
1997-04-27,116,47,14
1997-04-28,109,52,6
1997-04-29,123,51,14
1997-04-30,115,50,5
1997-05-01,101,40,15
1997-05-02,118,51,5
1997-05-03,100,47,10
1997-05-04,126,55,11
1997-05-05,126,58,2
1997-05-06,121,49,10
1997-05-07,114,43,9
1997-05-08,112,46,7
1997-05-09,111,44,13
1997-05-10,111,43,9
1997-05-11,107,37,17
1997-05-12,124,53,4
1997-05-13,104,40,14
1997-05-14,107,41,12
1997-05-15,109,42,9
1997-05-16,133,50,6
1997-05-17,108,52,5
1997-05-18,109,41,9
1997-05-19,96,40,7
1997-05-20,118,58,8
1997-05-21,111,47,11
1997-05-22,107,32,10
1997-05-23,106,39,9
1997-05-24,101,46,7
1997-05-25,107,40,5
1997-05-26,109,39,9
1997-05-27,100,39,10
1997-05-28,109,51,13
1997-05-29,92,28,4
1997-05-30,114,44,6
1997-05-31,110,40,14
1997-06-01,99,33,5
1997-06-02,100,42,4
1997-06-03,104,42,6
1997-06-04,94,38,4
1997-06-05,114,49,11
1997-06-06,114,48,12
1997-06-07,117,47,8
1997-06-08,97,45,5
1997-06-09,102,39,10
1997-06-10,95,41,5
1997-06-11,115,38,7
1997-06-12,105,50,6
1997-06-13,98,30,8
1997-06-14,94,28,10
1997-06-15,126,47,8
1997-06-16,115,39,13
1997-06-17,110,46,12
1997-06-18,94,36,4
1997-06-19,94,34,7
1997-06-20,112,47,4
1997-06-21,106,49,7
1997-06-22,97,44,8
1997-06-23,99,47,5
1997-06-24,94,31,7
1997-06-25,124,59,6
1997-06-26,97,46,11
1997-06-27,120,44,11
1997-06-28,96,42,4
1997-06-29,95,31,8
1997-06-30,114,61,7
1997-07-01,121,51,8
1997-07-02,108,41,5
1997-07-03,98,45,6
1997-07-04,98,40,11
1997-07-05,109,41,10
1997-07-06,106,38,15
1997-07-07,107,40,11
1997-07-08,95,41,11
1997-07-09,86,33,5
1997-07-10,106,35,15
1997-07-11,98,42,6
1997-07-12,98,41,7
1997-07-13,115,43,10
1997-07-14,114,58,8
1997-07-15,96,40,9
1997-07-16,92,33,4
1997-07-17,103,46,5
1997-07-18,101,47,7
1997-07-19,106,57,6
1997-07-20,108,51,9
1997-07-21,90,32,9
1997-07-22,89,44,8
1997-07-23,102,31,7
1997-07-24,114,64,5
1997-07-25,95,42,5
1997-07-26,110,43,10
1997-07-27,86,33,7
1997-07-28,109,55,7
1997-07-29,108,49,3
1997-07-30,99,42,3
1997-07-31,116,55,6
1997-08-01,105,50,2
1997-08-02,108,45,10
1997-08-03,102,32,8
1997-08-04,81,43,5
1997-08-05,94,40,6
1997-08-06,69,35,4
1997-08-07,121,43,6
1997-08-08,88,34,5
1997-08-09,100,34,7
1997-08-10,126,53,7
1997-08-11,106,37,6
1997-08-12,111,39,7
1997-08-13,94,43,5
1997-08-14,96,40,10
1997-08-15,101,37,4
1997-08-16,92,39,10
1997-08-17,99,42,8
1997-08-18,107,43,4
1997-08-19,112,55,6
1997-08-20,106,41,5
1997-08-21,98,46,5
1997-08-22,99,47,10
1997-08-23,103,38,13
1997-08-24,96,42,6
1997-08-25,110,50,7
1997-08-26,104,42,15
1997-08-27,100,44,14
1997-08-28,109,55,5
1997-08-29,97,42,3
1997-08-30,87,34,5
1997-08-31,101,45,5
1997-09-01,94,48,6
1997-09-02,93,35,8
1997-09-03,82,37,3
1997-09-04,111,46,6
1997-09-05,93,30,12
1997-09-06,119,45,6
1997-09-07,95,49,8
1997-09-08,101,44,12
1997-09-09,103,52,4
1997-09-10,103,44,7
1997-09-11,100,46,6
1997-09-12,89,50,6
1997-09-13,113,42,7
1997-09-14,110,47,4
1997-09-15,120,48,10
1997-09-16,104,42,7
1997-09-17,99,40,8
1997-09-18,87,39,4
1997-09-19,94,46,5
1997-09-20,109,40,9
1997-09-21,110,36,9
1997-09-22,97,40,6
1997-09-23,103,40,14
1997-09-24,101,47,7
1997-09-25,111,50,4
1997-09-26,103,38,6
1997-09-27,115,49,9
1997-09-28,86,40,8
1997-09-29,103,42,5
1997-09-30,112,49,13
1997-10-01,101,46,9
1997-10-02,104,53,10
1997-10-03,117,47,7
1997-10-04,107,36,12
1997-10-05,113,58,7
1997-10-06,100,47,5
1997-10-07,132,57,15
1997-10-08,119,49,7
1997-10-09,109,40,8
1997-10-10,101,44,6
1997-10-11,109,44,6
1997-10-12,116,51,9
1997-10-13,108,36,14
1997-10-14,108,46,16
1997-10-15,95,38,8
1997-10-16,107,47,7
1997-10-17,93,39,8
1997-10-18,118,46,13
1997-10-19,101,42,5
1997-10-20,105,44,4
1997-10-21,135,59,7
1997-10-22,106,47,5
1997-10-23,109,44,12
1997-10-24,128,47,8
1997-10-25,112,56,10
1997-10-26,109,42,7
1997-10-27,128,53,7
1997-10-28,128,47,13
1997-10-29,106,41,8
1997-10-30,128,52,10
1997-10-31,130,56,5
1997-11-01,117,55,9
1997-11-02,111,42,15
1997-11-03,118,39,15
1997-11-04,103,45,8
1997-11-05,99,47,6
1997-11-06,125,48,12
1997-11-07,119,45,9
1997-11-08,117,41,11
1997-11-09,120,51,9
1997-11-10,121,59,2
1997-11-11,93,49,5
1997-11-12,103,48,10
1997-11-13,108,47,10
1997-11-14,122,56,8
1997-11-15,115,44,12
1997-11-16,112,59,3
1997-11-17,114,48,5
1997-11-18,112,53,10
1997-11-19,118,59,3
1997-11-20,125,43,11
1997-11-21,140,60,11
1997-11-22,106,48,10
1997-11-23,114,59,8
1997-11-24,111,54,9
1997-11-25,94,52,7
1997-11-26,111,53,5
1997-11-27,95,39,10
1997-11-28,136,58,11
1997-11-29,109,53,6
1997-11-30,95,46,10
1997-12-01,122,54,13
1997-12-02,108,49,8
1997-12-03,127,54,17
1997-12-04,120,50,13
1997-12-05,109,46,8
1997-12-06,115,49,8
1997-12-07,101,52,6
1997-12-08,116,51,13
1997-12-09,85,33,8
1997-12-10,125,57,12
1997-12-11,109,49,7
1997-12-12,108,39,11
1997-12-13,119,45,13
1997-12-14,104,42,5
1997-12-15,118,49,8
1997-12-16,119,45,9
1997-12-17,112,48,11
1997-12-18,118,54,11
1997-12-19,106,54,9
1997-12-20,94,43,7
1997-12-21,136,57,8
1997-12-22,120,53,8
1997-12-23,124,54,11
1997-12-24,104,43,6
1997-12-25,122,55,13
1997-12-26,119,53,15
1997-12-27,132,56,20
1997-12-28,111,40,11
1997-12-29,119,52,10
1997-12-30,112,49,11
1997-12-31,127,60,19
1998-01-01,108,43,10
1998-01-02,136,61,9
1998-01-03,128,53,10
1998-01-04,145,65,10
1998-01-05,120,54,16
1998-01-06,144,68,11
1998-01-07,110,53,13
1998-01-08,107,47,11
1998-01-09,123,53,10
1998-01-10,107,47,15
1998-01-11,112,61,9
1998-01-12,131,60,13
1998-01-13,108,47,7
1998-01-14,135,52,17
1998-01-15,132,59,10
1998-01-16,143,57,18
1998-01-17,127,55,14
1998-01-18,141,59,14
1998-01-19,135,64,14
1998-01-20,123,66,13
1998-01-21,119,54,15
1998-01-22,124,44,13
1998-01-23,125,58,11
1998-01-24,152,70,19
1998-01-25,139,62,14
1998-01-26,153,49,17
1998-01-27,120,51,10
1998-01-28,123,49,16
1998-01-29,110,44,13
1998-01-30,138,63,12
1998-01-31,132,58,12
1998-02-01,142,57,18
1998-02-02,120,42,11
1998-02-03,86,41,8
1998-02-04,120,42,14
1998-02-05,121,62,12
1998-02-06,124,67,13
1998-02-07,122,47,15
1998-02-08,110,47,10
1998-02-09,123,50,16
1998-02-10,125,53,10
1998-02-11,136,61,12
1998-02-12,116,47,13
1998-02-13,119,48,13
1998-02-14,135,54,11
1998-02-15,125,48,9
1998-02-16,129,64,10
1998-02-17,116,49,13
1998-02-18,108,44,11
1998-02-19,113,40,13
1998-02-20,110,57,11
1998-02-21,110,44,16
1998-02-22,116,54,11
1998-02-23,139,67,17
1998-02-24,135,57,19
1998-02-25,114,42,15
1998-02-26,127,54,11
1998-02-27,107,44,13
1998-02-28,132,59,13
1998-03-01,120,44,19
1998-03-02,115,52,10
1998-03-03,123,40,14
1998-03-04,114,45,5
1998-03-05,110,44,9
1998-03-06,91,42,3
1998-03-07,125,62,17
1998-03-08,121,57,16
1998-03-09,131,62,13
1998-03-10,134,62,8
1998-03-11,123,56,11
1998-03-12,104,51,7
1998-03-13,134,52,8
1998-03-14,132,53,18
1998-03-15,90,39,9
1998-03-16,134,63,16
1998-03-17,97,34,11
1998-03-18,115,47,9
1998-03-19,128,64,6
1998-03-20,102,37,12
1998-03-21,116,52,7
1998-03-22,89,30,8
1998-03-23,119,54,12
1998-03-24,138,67,6
1998-03-25,124,43,13
1998-03-26,126,47,11
1998-03-27,120,48,7
1998-03-28,128,52,7
1998-03-29,107,48,10
1998-03-30,106,48,3
1998-03-31,114,49,11
1998-04-01,89,32,8
1998-04-02,95,45,3
1998-04-03,102,51,1
1998-04-04,113,53,10
1998-04-05,101,41,10
1998-04-06,105,45,6
1998-04-07,100,41,5
1998-04-08,103,49,6
1998-04-09,107,46,6
1998-04-10,109,51,4
1998-04-11,91,31,10
1998-04-12,115,59,8
1998-04-13,111,50,10
1998-04-14,111,38,11
1998-04-15,112,49,3
1998-04-16,102,45,10
1998-04-17,111,58,7
1998-04-18,113,49,15
1998-04-19,99,36,15
1998-04-20,100,40,9
1998-04-21,99,39,7
1998-04-22,95,33,8
1998-04-23,104,44,9
1998-04-24,99,43,4
1998-04-25,113,45,14
1998-04-26,103,51,10
1998-04-27,92,36,9
1998-04-28,92,39,8
1998-04-29,102,52,7
1998-04-30,107,43,9
1998-05-01,108,52,5
1998-05-02,99,45,4
1998-05-03,93,34,9
1998-05-04,119,56,5
1998-05-05,115,43,11
1998-05-06,99,44,9
1998-05-07,80,31,3
1998-05-08,92,44,8
1998-05-09,110,51,8
1998-05-10,115,40,11
1998-05-11,101,46,8
1998-05-12,107,57,7
1998-05-13,112,41,4
1998-05-14,117,54,7
1998-05-15,117,56,7
1998-05-16,85,40,6
1998-05-17,120,55,8
1998-05-18,112,54,10
1998-05-19,137,63,10
1998-05-20,88,32,10
1998-05-21,101,40,5
1998-05-22,93,39,8
1998-05-23,100,37,14
1998-05-24,86,30,5
1998-05-25,87,32,9
1998-05-26,93,35,8
1998-05-27,106,43,9
1998-05-28,98,43,3
1998-05-29,114,49,11
1998-05-30,128,57,7
1998-05-31,118,50,9
1998-06-01,100,36,8
1998-06-02,103,42,1
1998-06-03,83,38,3
1998-06-04,109,42,5
1998-06-05,97,29,16
1998-06-06,107,51,3
1998-06-07,108,43,4
1998-06-08,113,49,8
1998-06-09,109,37,8
1998-06-10,102,39,10
1998-06-11,100,39,7
1998-06-12,108,47,8
1998-06-13,104,48,6
1998-06-14,92,41,8
1998-06-15,93,42,9
1998-06-16,101,41,6
1998-06-17,99,51,7
1998-06-18,124,53,10
1998-06-19,97,36,17
1998-06-20,104,46,7
1998-06-21,102,43,9
1998-06-22,90,43,6
1998-06-23,84,32,4
1998-06-24,107,42,7
1998-06-25,115,47,8
1998-06-26,103,49,11
1998-06-27,116,62,4
1998-06-28,104,55,8
1998-06-29,116,46,13
1998-06-30,96,47,5
1998-07-01,86,34,6
1998-07-02,98,37,20
1998-07-03,92,33,7
1998-07-04,105,39,8
1998-07-05,77,35,5
1998-07-06,105,46,8
1998-07-07,103,48,15
1998-07-08,104,44,9
1998-07-09,91,34,6
1998-07-10,80,36,6
1998-07-11,110,43,10
1998-07-12,95,35,6
1998-07-13,99,46,10
1998-07-14,101,42,6
1998-07-15,85,31,8
1998-07-16,105,45,8
1998-07-17,127,64,5
1998-07-18,103,33,9
1998-07-19,94,37,8
1998-07-20,90,35,11
1998-07-21,112,56,8
1998-07-22,111,44,9
1998-07-23,100,46,8
1998-07-24,104,56,7
1998-07-25,107,48,6
1998-07-26,117,40,10
1998-07-27,109,51,5
1998-07-28,103,46,6
1998-07-29,113,47,11
1998-07-30,101,36,4
1998-07-31,100,34,7
1998-08-01,105,36,14
1998-08-02,90,40,8
1998-08-03,109,38,6
1998-08-04,101,42,6
1998-08-05,96,46,9
1998-08-06,138,52,14
1998-08-07,116,38,9
1998-08-08,81,25,6
1998-08-09,81,33,7
1998-08-10,93,30,3
1998-08-11,96,49,8
1998-08-12,109,39,13
1998-08-13,98,36,8
1998-08-14,108,44,11
1998-08-15,93,35,10
1998-08-16,90,47,8
1998-08-17,111,55,12
1998-08-18,101,47,8
1998-08-19,104,39,4
1998-08-20,143,57,17
1998-08-21,101,41,10
1998-08-22,105,50,2
1998-08-23,104,52,7
1998-08-24,91,41,10
1998-08-25,103,32,6
1998-08-26,107,29,14
1998-08-27,111,50,11
1998-08-28,102,45,9
1998-08-29,92,43,8
1998-08-30,109,55,5
1998-08-31,119,54,8
1998-09-01,110,46,4
1998-09-02,91,38,13
1998-09-03,107,45,10
1998-09-04,99,45,7
1998-09-05,96,44,5
1998-09-06,122,42,6
1998-09-07,110,42,10
1998-09-08,90,46,11
1998-09-09,98,48,7
1998-09-10,104,38,9
1998-09-11,100,46,11
1998-09-12,117,49,11
1998-09-13,99,45,9
1998-09-14,107,48,6
1998-09-15,114,40,9
1998-09-16,97,37,11
1998-09-17,100,40,7
1998-09-18,106,38,5
1998-09-19,103,46,9
1998-09-20,107,46,9
1998-09-21,114,49,9
1998-09-22,87,33,9
1998-09-23,124,54,10
1998-09-24,113,52,11
1998-09-25,100,40,8
1998-09-26,113,41,11
1998-09-27,102,33,9
1998-09-28,105,39,7
1998-09-29,105,37,8
1998-09-30,96,51,10
1998-10-01,94,33,5
1998-10-02,103,41,5
1998-10-03,111,51,7
1998-10-04,91,42,10
1998-10-05,122,46,10
1998-10-06,98,31,9
1998-10-07,104,50,4
1998-10-08,105,44,10
1998-10-09,84,36,10
1998-10-10,112,48,11
1998-10-11,118,47,14
1998-10-12,122,52,6
